action_type,combined_shot_type,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent
Jump Shot,Jump Shot,0,3,1,2003-04,38,19,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-21,LAL @ MIN,MIN
Jump Shot,Jump Shot,11,4,1,2003-04,17,34,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-21,LAL @ MIN,MIN
Jump Bank Shot,Jump Shot,10,4,1,2003-04,44,12,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-21,LAL @ MIN,MIN
Jump Shot,Jump Shot,9,4,1,2003-04,1,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-21,LAL @ MIN,MIN
Layup Shot,Layup,7,4,1,2003-04,26,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-21,LAL @ MIN,MIN
Jump Shot,Jump Shot,4,4,1,2003-04,13,17,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-21,LAL @ MIN,MIN
Jump Shot,Jump Shot,2,4,1,2003-04,13,20,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-05-21,LAL @ MIN,MIN
Jump Shot,Jump Shot,10,1,1,2003-04,48,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,10,1,1,2003-04,43,10,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,7,1,1,2003-04,46,22,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-05-23,LAL @ MIN,MIN
Driving Layup Shot,Layup,6,1,1,2003-04,31,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,3,1,1,2003-04,42,19,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-23,LAL @ MIN,MIN
Layup Shot,Layup,3,1,1,2003-04,39,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,2,1,1,2003-04,33,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,11,2,1,2003-04,30,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,10,2,1,2003-04,47,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,8,2,1,2003-04,12,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,7,2,1,2003-04,57,23,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,2,2,1,2003-04,13,20,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,8,3,1,2003-04,41,15,0.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,8,3,1,2003-04,25,22,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-23,LAL @ MIN,MIN
Layup Shot,Layup,7,3,1,2003-04,43,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-23,LAL @ MIN,MIN
Running Jump Shot,Jump Shot,7,3,1,2003-04,13,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,6,3,1,2003-04,41,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,2,3,1,2003-04,28,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,1,3,1,2003-04,43,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,0,3,1,2003-04,22,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,11,4,1,2003-04,7,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,4,4,1,2003-04,41,24,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,3,4,1,2003-04,47,21,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,3,4,1,2003-04,28,22,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-05-23,LAL @ MIN,MIN
Jump Shot,Jump Shot,2,1,1,2003-04,4,18,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-25,LAL vs. MIN,MIN
Jump Shot,Jump Shot,0,2,1,2003-04,38,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-25,LAL vs. MIN,MIN
Jump Shot,Jump Shot,10,3,1,2003-04,58,10,0.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2004-05-25,LAL vs. MIN,MIN
Jump Shot,Jump Shot,7,3,1,2003-04,3,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-05-25,LAL vs. MIN,MIN
Jump Shot,Jump Shot,2,3,1,2003-04,59,16,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-25,LAL vs. MIN,MIN
Fadeaway Jump Shot,Jump Shot,2,3,1,2003-04,22,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-05-25,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,0,3,1,2003-04,32,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-25,LAL vs. MIN,MIN
Jump Shot,Jump Shot,5,4,1,2003-04,11,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-25,LAL vs. MIN,MIN
Jump Shot,Jump Shot,4,4,1,2003-04,46,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-25,LAL vs. MIN,MIN
Jump Shot,Jump Shot,3,4,1,2003-04,5,24,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2004-05-25,LAL vs. MIN,MIN
Jump Shot,Jump Shot,1,4,1,2003-04,55,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-25,LAL vs. MIN,MIN
Jump Shot,Jump Shot,0,4,1,2003-04,56,24,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2004-05-25,LAL vs. MIN,MIN
Jump Shot,Jump Shot,11,1,1,2003-04,4,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,9,1,1,2003-04,7,12,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2004-05-27,LAL vs. MIN,MIN
Reverse Layup Shot,Layup,3,1,1,2003-04,22,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,0,1,1,2003-04,16,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-05-27,LAL vs. MIN,MIN
Driving Layup Shot,Layup,10,2,1,2003-04,43,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,9,2,1,2003-04,6,12,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,3,2,1,2003-04,3,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,0,2,1,2003-04,34,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,0,2,1,2003-04,3,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-27,LAL vs. MIN,MIN
Tip Shot,Tip Shot,10,3,1,2003-04,31,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-27,LAL vs. MIN,MIN
Layup Shot,Layup,9,3,1,2003-04,1,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-27,LAL vs. MIN,MIN
Layup Shot,Layup,7,3,1,2003-04,45,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,6,3,1,2003-04,32,27,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,5,3,1,2003-04,46,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-27,LAL vs. MIN,MIN
Reverse Layup Shot,Layup,5,3,1,2003-04,19,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,4,3,1,2003-04,9,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-27,LAL vs. MIN,MIN
Driving Layup Shot,Layup,2,3,1,2003-04,24,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,1,3,1,2003-04,26,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,0,3,1,2003-04,2,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,11,4,1,2003-04,19,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,8,4,1,2003-04,55,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,3,4,1,2003-04,55,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-27,LAL vs. MIN,MIN
Layup Shot,Layup,3,4,1,2003-04,27,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-27,LAL vs. MIN,MIN
Jump Shot,Jump Shot,2,4,1,2003-04,14,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-27,LAL vs. MIN,MIN
Turnaround Jump Shot,Jump Shot,8,1,1,2003-04,55,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,7,1,1,2003-04,36,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,7,1,1,2003-04,8,22,1.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,4,1,1,2003-04,28,19,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,0,1,1,2003-04,32,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-29,LAL @ MIN,MIN
Turnaround Jump Shot,Jump Shot,11,2,1,2003-04,13,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,5,2,1,2003-04,55,21,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,5,2,1,2003-04,39,23,1.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,4,2,1,2003-04,27,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,2,2,1,2003-04,28,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-29,LAL @ MIN,MIN
Driving Layup Shot,Layup,0,2,1,2003-04,50,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,0,2,1,2003-04,5,26,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,1,3,1,2003-04,32,9,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,10,4,1,2003-04,35,22,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-29,LAL @ MIN,MIN
Driving Layup Shot,Layup,5,4,1,2003-04,54,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-29,LAL @ MIN,MIN
Driving Finger Roll Shot,Layup,5,4,1,2003-04,22,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,3,4,1,2003-04,43,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,2,4,1,2003-04,13,22,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2004-05-29,LAL @ MIN,MIN
Jump Shot,Jump Shot,1,4,1,2003-04,52,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-29,LAL @ MIN,MIN
Driving Dunk Shot,Dunk,11,1,1,2003-04,41,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-31,LAL vs. MIN,MIN
Layup Shot,Layup,8,1,1,2003-04,37,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-31,LAL vs. MIN,MIN
Jump Shot,Jump Shot,7,1,1,2003-04,47,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2004-05-31,LAL vs. MIN,MIN
Jump Shot,Jump Shot,4,1,1,2003-04,44,22,1.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2004-05-31,LAL vs. MIN,MIN
Jump Shot,Jump Shot,10,2,1,2003-04,56,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-31,LAL vs. MIN,MIN
Jump Shot,Jump Shot,0,2,1,2003-04,46,20,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2004-05-31,LAL vs. MIN,MIN
Jump Shot,Jump Shot,9,3,1,2003-04,36,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-31,LAL vs. MIN,MIN
Layup Shot,Layup,9,3,1,2003-04,31,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-31,LAL vs. MIN,MIN
Jump Shot,Jump Shot,7,3,1,2003-04,48,11,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-31,LAL vs. MIN,MIN
Jump Shot,Jump Shot,6,3,1,2003-04,20,13,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2004-05-31,LAL vs. MIN,MIN
Driving Layup Shot,Layup,5,3,1,2003-04,46,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-31,LAL vs. MIN,MIN
Jump Shot,Jump Shot,9,4,1,2003-04,16,9,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2004-05-31,LAL vs. MIN,MIN
Jump Shot,Jump Shot,8,4,1,2003-04,39,18,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-31,LAL vs. MIN,MIN
Driving Layup Shot,Layup,7,4,1,2003-04,27,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-31,LAL vs. MIN,MIN
Jump Shot,Jump Shot,4,4,1,2003-04,20,22,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2004-05-31,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,2,4,1,2003-04,54,8,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-31,LAL vs. MIN,MIN
Jump Shot,Jump Shot,0,4,1,2003-04,38,24,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2004-05-31,LAL vs. MIN,MIN
Jump Shot,Jump Shot,9,1,1,2003-04,36,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,9,1,1,2003-04,2,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,7,1,1,2003-04,21,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-06-06,LAL vs. DET,DET
Fadeaway Jump Shot,Jump Shot,5,1,1,2003-04,29,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-06-06,LAL vs. DET,DET
Driving Layup Shot,Layup,0,1,1,2003-04,48,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-06,LAL vs. DET,DET
Running Jump Shot,Jump Shot,0,1,1,2003-04,0,52,0.0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,2004-06-06,LAL vs. DET,DET
Running Jump Shot,Jump Shot,11,2,1,2003-04,45,19,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,9,2,1,2003-04,31,21,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,4,2,1,2003-04,59,19,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,3,2,1,2003-04,28,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2004-06-06,LAL vs. DET,DET
Slam Dunk Shot,Dunk,3,2,1,2003-04,13,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-06,LAL vs. DET,DET
Driving Layup Shot,Layup,0,2,1,2003-04,19,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,10,3,1,2003-04,27,14,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2004-06-06,LAL vs. DET,DET
Layup Shot,Layup,10,3,1,2003-04,3,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,9,3,1,2003-04,58,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-06-06,LAL vs. DET,DET
Driving Layup Shot,Layup,9,3,1,2003-04,29,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,8,3,1,2003-04,45,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-06-06,LAL vs. DET,DET
Jump Bank Shot,Jump Shot,2,3,1,2003-04,31,12,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,1,3,1,2003-04,34,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,0,3,1,2003-04,23,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,10,4,1,2003-04,5,22,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,9,4,1,2003-04,38,13,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,7,4,1,2003-04,43,11,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,7,4,1,2003-04,4,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,6,4,1,2003-04,17,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,1,4,1,2003-04,17,22,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2004-06-06,LAL vs. DET,DET
Jump Shot,Jump Shot,1,4,1,2003-04,10,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-06-06,LAL vs. DET,DET
Driving Dunk Shot,Dunk,4,1,1,2003-04,52,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,10,2,1,2003-04,49,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-06-08,LAL vs. DET,DET
Layup Shot,Layup,9,2,1,2003-04,30,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-08,LAL vs. DET,DET
Layup Shot,Layup,3,2,1,2003-04,48,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,3,2,1,2003-04,9,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,1,2,1,2003-04,36,19,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2004-06-08,LAL vs. DET,DET
Slam Dunk Shot,Dunk,0,2,1,2003-04,33,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,0,2,1,2003-04,1,19,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,7,3,1,2003-04,10,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,5,3,1,2003-04,46,18,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,5,3,1,2003-04,30,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,1,3,1,2003-04,14,18,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,0,3,1,2003-04,23,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,0,3,1,2003-04,0,24,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2004-06-08,LAL vs. DET,DET
Layup Shot,Layup,7,4,1,2003-04,50,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,6,4,1,2003-04,26,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-06-08,LAL vs. DET,DET
Driving Layup Shot,Layup,5,4,1,2003-04,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,4,4,1,2003-04,9,20,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,3,4,1,2003-04,31,12,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2004-06-08,LAL vs. DET,DET
Driving Dunk Shot,Dunk,2,4,1,2003-04,5,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,1,4,1,2003-04,36,27,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,0,4,1,2003-04,37,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,0,4,1,2003-04,2,28,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-06-08,LAL vs. DET,DET
Driving Layup Shot,Layup,3,5,1,2003-04,46,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-08,LAL vs. DET,DET
Jump Bank Shot,Jump Shot,2,5,1,2003-04,25,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-06-08,LAL vs. DET,DET
Layup Shot,Layup,0,5,1,2003-04,39,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-08,LAL vs. DET,DET
Layup Shot,Layup,0,5,1,2003-04,20,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-08,LAL vs. DET,DET
Jump Shot,Jump Shot,10,1,1,2003-04,33,20,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-06-10,LAL @ DET,DET
Layup Shot,Layup,10,1,1,2003-04,0,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-06-10,LAL @ DET,DET
Jump Shot,Jump Shot,2,1,1,2003-04,56,22,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-06-10,LAL @ DET,DET
Jump Shot,Jump Shot,3,2,1,2003-04,20,23,,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2004-06-10,LAL @ DET,DET
Jump Bank Shot,Jump Shot,8,3,1,2003-04,3,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-06-10,LAL @ DET,DET
Jump Shot,Jump Shot,7,3,1,2003-04,35,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-06-10,LAL @ DET,DET
